"country","date","agricultural_land%","forest_land%","land_area","avg_precipitation","trade_in_services%","control_of_corruption_estimate","control_of_corruption_std","access_to_electricity%","renewvable_energy_consumption%","electric_power_consumption","CO2_emisions","other_greenhouse_emisions","population_density","inflation_annual%","real_interest_rate","risk_premium_on_lending","research_and_development_expenditure%","central_goverment_debt%","tax_revenue%","expense%","goverment_effectiveness_estimate","goverment_effectiveness_std","human_capital_index","doing_business","time_to_get_operation_license","statistical_performance_indicators","individuals_using_internet%","logistic_performance_index","military_expenditure%","GDP_current_US","political_stability_estimate","political_stability_std","rule_of_law_estimate","rule_of_law_std","regulatory_quality_estimate","regulatory_quality_std","government_expenditure_on_education%","government_health_expenditure%","multidimensional_poverty_headcount_ratio%","gini_index","birth_rate","death_rate","life_expectancy_at_birth","population","rural_population","voice_and_accountability_estimate","voice_and_accountability_std","intentional_homicides","year"
"Hungary","2020-01-01",53.7256191102345,22.4962743808898,91260,589,25.9537234369017,0.093386322259903,0.137538328766823,100,14.76,NA,44769.3,59596.52966,106.839239535393,3.3267438576673,-4.17660687885655,1.49778179990834,1.60766005516052,96.0046852251424,22.8650133986445,44.1598743271638,0.573773086071014,0.220826998353004,0.683087289333344,NA,NA,NA,84.77115202,NA,1.85662932802,157227094449.074,0.843145310878754,0.229722216725349,0.50896143913269,0.139792561531067,0.481639713048935,0.208471909165382,4.76000022888184,5.15515757,17.8,29.7,9.6,14.5,75.5682926829269,9750149,2735697,0.391828596591949,0.103448435664177,0.820464644511899,2020
"Iceland","2020-01-01",18.565903005058,0.5092730338193,100830,1940,21.8333891955261,1.69718861579895,0.182954922318459,100,82.79,NA,1446.6,2653.430657,3.63446394922146,2.84792401518658,1.63473800168896,3.76937907883896,2.47176003456116,100.674057026916,22.4815128990012,37.1661857901947,1.51486778259277,0.253996104001999,0.745281875133514,NA,NA,NA,99.5327519,NA,NA,21553080483.8132,1.38193428516388,0.234502270817757,1.78867411613464,0.167255386710167,1.45208883285522,0.259803622961044,7.71999979019165,7.96202517,NA,NA,12.3,6.3,83.0634146341463,366463,22362,1.38548600673676,0.153778180480003,1.36362768600563,2020
"India","2020-01-01",60.2198569213538,24.270228273336,2973190,1083,11.9472660711889,-0.270809292793274,0.137111276388168,96.5,35.82,NA,2200836.3,3200820.626,469.659566660725,6.62343677628532,4.2039104030298,NA,NA,NA,NA,NA,0.405513286590576,0.233800768852234,0.493510901927948,NA,NA,NA,43.40544313,NA,2.88463275049303,2671595389575.7,-0.806701302528381,0.229722216725349,-0.0319724306464195,0.154110208153725,-0.114247776567936,0.202366635203362,4.47422981262207,1.08449912,NA,NA,16.572,7.35,70.15,1396387127,908684959,0.149902850389481,0.127855613827705,2.91115545352632,2020
"Indonesia","2020-01-01",33.1820876379946,49.0717803654717,1877519,2702,3.7568831450576,-0.432469308376312,0.137111276388168,96.95,22.01,NA,563197,976487.6772,144.796388212316,1.92096800566845,9.98592671987597,NA,0.280840009450912,42.9017966486126,8.31010524192246,16.5400276038392,0.350167453289032,0.233800768852234,0.540038466453552,NA,NA,NA,53.72649449,NA,0.859788806116358,1059054842711.72,-0.448744028806686,0.229722216725349,-0.327540189027786,0.154110208153725,0.22881618142128,0.202366635203362,3.49000000953674,1.87949932,NA,37.6,16.649,8.964,68.808,271857970,117874897,0.101115196943283,0.127855613827705,NA,2020
"Iran, Islamic Rep.","2020-01-01",28.975654853621,6.62673035439137,1622500,228,NA,-1.09052395820618,0.150239303708076,100,1.03,NA,616561.3,844649.4679,53.7998107858243,30.5941390387295,NA,NA,NA,NA,NA,NA,-0.99354088306427,0.250836759805679,0.593404471874237,NA,NA,NA,75.56986637,NA,2.16179217744462,239735486745.704,-1.69702434539795,0.236120238900185,-0.867971539497375,0.160265803337097,-1.46717286109924,0.213555231690407,3.59243011474609,2.87576437,NA,NA,14.231,5.567,74.832,87290193,21059632,-1.4767347574234,0.129107728600502,NA,2020
"Iraq","2020-01-01",21.307079939557,1.90036118379833,434128,216,9.72634426938581,-1.31546902656555,0.173811048269272,100,1.08,NA,163511.5,261289.5283,98.0286551431836,0.574162679425838,NA,NA,0.0439699999988079,NA,NA,NA,-1.28007757663727,0.272308021783829,0.407643288373947,NA,NA,NA,45.7863696,NA,3.26514431330443,180924091442.953,-2.46385145187378,0.241320118308067,-1.7775753736496,0.177163600921631,-1.32095611095428,0.253313601016998,NA,2.78829455,NA,NA,27.732,5.239,69.123,42556984,12387061,-1.00720608234406,0.133752390742302,NA,2020
"Ireland","2020-01-01",65.495717811003,11.3517201335462,68890,1118,156.021033923383,1.56414580345154,0.167726680636406,100,13.69,NA,33742.2,59497.73471,72.3672811728843,-0.334584625428444,NA,NA,1.23232996463776,71.7395088441432,16.3049319994367,25.7950001056361,1.47139298915863,0.232616737484932,0.792599022388458,NA,15.4,NA,91.99989097,NA,0.287487700393757,425852281928.114,0.978661596775055,0.234502270817757,1.49007177352905,0.164312839508057,1.47795593738556,0.259803622961044,3.09999990463257,5.597785,20.8,29.2,11.2,6.5,82.5560975609756,4985382,1812037,1.39371562004089,0.115074090659618,0.667189770403826,2020
"Isle of Man","2020-01-01",69.8245614035088,6.07017543859649,570,NA,NA,NA,NA,100,2.15,NA,NA,NA,147.449122807018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6684229268.52985,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.605,10.414,80.588,84046,39587,NA,NA,NA,2020
"Israel","2020-01-01",29.8706099815157,6.46950092421442,21640,435,19.3772961114791,0.562145948410034,0.182954922318459,100,5.61,NA,58471.8,83664.06603,425.836414048059,-0.614412358465719,2.24324355280973,3.23567391747802,5.43561983108521,NA,21.9059866609009,41.6362253144588,1.08803522586823,0.253996104001999,0.733995318412781,NA,NA,NA,90.12734091,NA,5.35526311282723,413267669231.522,-0.850372076034546,0.234502270817757,0.965977609157562,0.167255386710167,1.24481773376465,0.259803622961044,7.07000017166138,5.89272499,NA,NA,19.2,5.3,82.6487804878049,9215100,683115,0.654493689537048,0.153778180480003,1.4273496987921,2020
"Italy","2020-01-01",43.9575675392351,32.3489349614665,295717,832,9.48873681548031,0.535262405872345,0.150266766548157,100,18.69,NA,281286.8,352128.8891,200.999100491348,-0.13770757391657,0.745390624181777,2.53316666666666,1.53391003608704,NA,24.7622560090942,50.4314848967192,0.393574446439743,0.232616737484932,0.727819681167603,NA,NA,NA,70.48342785,NA,1.53441242416744,1897210466667.52,0.428431302309036,0.229722216725349,0.235660910606384,0.154614865779877,0.503073334693909,0.233481988310814,4.26999998092651,7.32908154,25.3,35.2,6.8,12.5,82.1951219512195,59438851,17214086,1.05829644203186,0.110538512468338,0.47898693959757,2020
"Jamaica","2020-01-01",40.9972299168975,55.1144967682364,10830,2051,26.8816039366264,-0.0225279703736305,0.162828639149666,99.709358215332,11.43,NA,5835.6,7432.636336,260.428070175439,5.22677779293517,8.33377054001075,10.7842420956572,NA,106.282373001667,25.7094656957291,29.829620488055,0.56229567527771,0.289864718914032,0.534977912902832,NA,NA,NA,79.43244028,NA,1.68134707759552,13812421859.4026,0.257825642824173,0.236120238900185,-0.210304036736488,0.163082256913185,0.056574035435915,0.224411576986313,5.61749982833862,4.49590921,NA,NA,11.813,7.583,71.869,2820436,1232220,0.628351092338562,0.12913915514946,47.262204719803,2020
"Japan","2020-01-01",11.9945130315501,68.4087791495199,364500,1668,7.16658994313313,1.49305593967438,0.149915769696236,100,8.45,NA,1014064.7,1094556.256,346.395061728395,-0.0249958340276592,NA,NA,3.26317000389099,216.062349651927,NA,23.6249597464135,1.5871205329895,0.253996104001999,0.804714262485504,NA,NA,NA,90.21945812,NA,1.02993814338068,5048789595589.43,1.03950893878937,0.229722216725349,1.51470041275024,0.157058969140053,1.35747134685516,0.233481988310814,3.42000007629395,9.18607235,NA,NA,6.8,11.1,84.56,126261000,10376129,0.986826241016388,0.143426597118378,0.253902836917477,2020
"Jordan","2020-01-01",11.5886208527603,1.09804716534901,88794,111,12.8412297944261,0.0628296583890915,0.14484977722168,99.9,11.04,NA,20974.1,33146.35261,123.079498614771,0.33329435062843,7.9940396179506,NA,NA,76.1760638513532,16.0252782160073,28.2430783103491,0.126554161310196,0.233800768852234,0.553174376487732,NA,NA,NA,75.44769493,NA,4.91205932639987,43579916197.1831,-0.274932473897934,0.214171290397644,0.222329378128052,0.154110208153725,0.267318606376648,0.202366635203362,3.67000007629395,3.71250176,NA,NA,22.265,3.475,75.184,10928721,937903,-0.747323870658875,0.126683637499809,0.988221769043239,2020
"Kazakhstan","2020-01-01",79.2692521391266,1.27965329481053,2699700,250,7.9809137678403,-0.355603903532028,0.145568072795868,100,1.78,NA,211896.7,294805.9457,6.94731488683928,6.7715458276334,NA,NA,0.12601999938488,23.7157605024381,8.3188093138288,16.8328642687514,0.137930825352669,0.238864824175835,0.628506422042847,NA,NA,NA,85.94259898,NA,0.942397594731951,171082365723.326,-0.256105691194534,0.214171290397644,-0.443739503622055,0.141591146588326,0.120286412537098,0.208471909165382,4.44620370864868,2.50674272,NA,NA,22.76,8.6,71.37,18755666,7939086,-1.18357276916504,0.127277672290802,3.19296191107306,2020
"Kenya","2020-01-01",48.5469304564782,6.34481849808483,569140,630,6.93913020668874,-0.857505321502686,0.138659223914146,71.4927139282227,72.5,NA,19446.8,80188.01667,91.3409354464631,5.40481467184518,6.7146344090674,5.14186795048723,NA,NA,14.2998226320714,19.9941461757389,-0.400212824344635,0.196878179907799,0.546752512454987,NA,NA,NA,25.53293999,NA,1.11393270727533,100657505600.655,-1.00235593318939,0.236120238900185,-0.550880372524261,0.140448331832886,-0.502013385295868,0.168855175375938,5.07996988296509,2.03427505,NA,NA,27.998,7.456,62.675,51985780,37432361,-0.347236961126328,0.120647169649601,3.57597789241596,2020
"Kiribati","2020-01-01",41.9753086419753,1.45679012345679,810,NA,29.4797669266962,0.468598663806915,0.303229302167892,91.0447616577148,42.75,NA,56.9,88.571671,156.127160493827,NA,NA,NA,NA,NA,26.7804250813953,94.5183757054264,0.0364286713302135,0.416715532541275,0.492592930793762,NA,NA,NA,45.14804292,NA,NA,177553260.108828,1.09316122531891,0.305126041173935,1.02242517471313,0.366158932447433,-0.51716160774231,0.33874836564064,NA,9.29323101,NA,NA,27.645,6.242,67.266,126463,56157,1.13095378875732,0.230365768074989,NA,2020
"Korea, Dem. People's Rep.","2020-01-01",21.5098413753011,50.079644547795,120410,1054,NA,-1.6856027841568,0.175318405032158,50.5202941894531,12.7,NA,52437.2,76079.90868,214.828228552446,NA,NA,NA,NA,NA,NA,NA,-1.46701264381409,0.280948013067245,NA,NA,NA,NA,NA,NA,NA,NA,-0.414512872695923,0.241320118308067,-1.6004194021225,0.177973732352257,-2.35188698768616,0.237440511584282,NA,NA,NA,NA,13.333,9.078,73.274,25867467,9731082,-2.15680170059204,0.135575696825981,NA,2020
"South Korea","2020-01-01",16.608606557377,64.4159836065574,97600,1274,11.7898189269949,0.724579334259033,0.143265783786774,100,3.63,NA,569681.8,659329.6994,531.109006147541,0.537288023411772,1.21885992613016,NA,4.8144998550415,46.4315966423379,14.8612576736336,29.7259285261153,1.40716409683228,0.238864824175835,0.798776268959045,NA,NA,NA,96.50505968,NA,2.77810999277657,1644312785467.12,0.566344141960144,0.214171290397644,1.17563593387604,0.154401049017906,1.0355920791626,0.208471909165382,NA,5.10320282,NA,NA,5.3,5.9,83.4268292682927,51836239,9634283,0.815860569477081,0.127277672290802,0.594082049732749,2020
"Kosovo","2020-01-01",NA,NA,NA,NA,23.7834565670986,-0.440244048833847,0.179148584604263,NA,NA,NA,NA,NA,NA,0.198227922994858,NA,NA,NA,NA,NA,NA,-0.298100531101227,0.285566240549088,0.567331731319427,NA,NA,NA,NA,NA,1.06055250928462,7717143395.25699,-0.260956257581711,0.251161903142929,-0.380338042974472,0.155064821243286,-0.303990691900253,0.24450458586216,NA,NA,NA,NA,11.181,7.505,76.567,1790133,NA,-0.158383637666702,0.136394798755646,2.21464255818749,2020
"Kuwait","2020-01-01",8.41750841750842,0.350729517396184,17820,121,24.8682061238342,-0.0688270926475525,0.181000873446465,100,0.1,NA,92308.9,135896.7903,244.693827160494,2.1017295482741,20.9676363055488,NA,0.186609998345375,NA,NA,NA,-0.163963556289673,0.257121503353119,0.562588036060333,NA,NA,NA,99.10587017,NA,6.4960674842095,105948765156.029,0.250931322574615,0.241320118308067,0.32776090502739,0.171542897820473,0.287086755037308,0.242613941431046,6.55125999450684,5.67045593,NA,NA,11.797,3.254,76.92,4360444,0,-0.677922606468201,0.136786133050919,0.252267859389106,2020
"Kyrgyz Republic","2020-01-01",54.0552659019812,6.85808133472367,191800,533,13.2676380102946,-1.09955370426178,0.145833596587181,99.865119934082,30.04,NA,9080.1,16093.54198,34.3060479666319,6.32542296338083,10.2853169601341,11.1643934299423,0.0893300026655197,72.2322272944266,14.9195351686774,27.3982204654778,-0.532788515090942,0.254445165395737,0.596617102622986,NA,NA,NA,72,NA,1.83852557307248,7780873258.66887,-0.458461433649063,0.226637542247772,-0.935322284698486,0.142653375864029,-0.401575565338135,0.211626052856445,6.21486473083496,2.35807395,NA,29,24,6.1,71.8,6579900,4154812,-0.589001893997192,0.130136057734489,1.74734308054439,2020
"Lao PDR","2020-01-01",8.79116117850953,71.9042461005199,230800,1834,4.17068821972207,-1.06609654426575,0.173127338290215,99.3113632202148,49.91,NA,19178.9,30491.44478,31.7131672443674,5.10407262959903,NA,NA,NA,NA,NA,NA,-0.745370984077454,0.261451244354248,0.456665337085724,NA,NA,NA,54,NA,NA,18981800705.0794,0.678927659988403,0.251161903142929,-0.857892215251923,0.166377395391464,-0.815941095352173,0.230633303523064,2.29976010322571,1.15479565,NA,NA,22.449,6.366,68.497,7319399,4663189,-1.7939019203186,0.140262171626091,NA,2020
"Latvia","2020-01-01",31.6406877711715,54.8094166800579,62230,667,25.0166393685526,0.719108641147614,0.15054589509964,100,43.75,NA,6928.3,11436.59559,30.5391129680219,0.219064904842049,NA,NA,0.70550000667572,NA,21.9015361371636,49.2342411517865,0.874574065208435,0.220826998353004,0.70658141374588,NA,NA,NA,88.89796078,NA,2.25501508599227,34601740323.338,0.474999397993088,0.234502270817757,0.949904143810272,0.146837010979652,1.19082236289978,0.226567625999451,5.96999979019165,4.7241993,26,35.7,9.2,15.2,75.1853658536585,1900449,602157,0.872525632381439,0.107137493789196,3.6899357529472,2020
"Lebanon","2020-01-01",65.4613880742913,14.010752688172,10230,661,30.7660759332882,-1.16006505489349,0.148713544011116,99.9830703735352,6.71,NA,21474.9,28947.43775,553.560410557185,84.8643330472041,NA,NA,NA,NA,8.90172832507978,14.9448707575471,-1.18356895446777,0.250836759805679,0.515125513076782,NA,NA,NA,83.1038168,NA,3.0326454174822,31712128253.7961,-1.61837947368622,0.236120238900185,-0.888719499111176,0.160265803337097,-0.750317633152008,0.213555231690407,1.69000005722046,2.63267303,NA,NA,15.332,6.253,77.804,5662923,627169,-0.554358303546906,0.127924367785454,2.26031660148685,2020
"Lesotho","2020-01-01",85.6389986824769,1.13702239789196,30360,788,18.4688876895152,-0.11258102953434,0.167837768793106,47.497013092041,41.42,NA,2311.9,4013.753971,74.2457180500659,4.97809676252307,3.85724293021598,4.71488888888889,NA,2.90222224758367,34.9059491770322,41.9794477086555,-0.95079517364502,0.205846309661865,0.400392591953278,NA,NA,NA,42.85616632,NA,1.61956446369124,2117736527.79886,-0.252464234828949,0.251161903142929,-0.465563893318176,0.149256378412247,-0.651229858398438,0.189868107438087,7.66936016082764,6.09236574,NA,NA,26.378,12.858,54.693,2254100,1599780,-0.0127112874761224,0.129799067974091,NA,2020
"Liberia","2020-01-01",20.2869601328904,79.0847176079734,96320,2391,NA,-0.88254576921463,0.138881340622902,27.5597496032715,92.96,NA,1179.5,2155.394887,52.8196013289037,NA,NA,NA,NA,NA,NA,NA,-1.4346170425415,0.204058468341827,0.319014221429825,NA,NA,NA,27.95308059,NA,0.914742047961108,3039982500,-0.367163062095642,0.21932752430439,-1.01696014404297,0.142658993601799,-1.0229719877243,0.170468971133232,2.30928993225098,1.58623326,NA,NA,31.708,8.753,60.948,5087584,2437512,-0.0657788887619972,0.119002863764763,NA,2020
"Libya","2020-01-01",8.72387101174171,0.123327687918433,1759540,56,11.5618609317431,-1.56623435020447,0.184007078409195,69.3682632446289,3.12,NA,44467,75370.28088,3.78163724609841,NA,NA,NA,NA,NA,NA,NA,-1.8408727645874,0.245914950966835,NA,NA,NA,NA,NA,NA,NA,46808208747.2754,-2.46119570732117,0.241320118308067,-1.85675048828125,0.17236040532589,-2.20153212547302,0.247475370764732,NA,NA,NA,NA,18.302,5.598,72.472,6653942,1284810,-1.36011254787445,0.127994760870934,NA,2020
"Liechtenstein","2020-01-01",33.25,41.875,160,NA,NA,1.99533319473267,0.263737887144089,100,55.21,NA,141.996093,157.560064,242.225,NA,NA,NA,NA,NA,NA,NA,1.81459259986877,0.357593536376953,NA,NA,NA,NA,94.34995199,NA,NA,6405765970.4778,1.6933718919754,0.251161903142929,1.75274658203125,0.191928714513779,1.62929403781891,0.328493446111679,NA,NA,NA,NA,9.1,8.2,81.6585365853659,38756,33169,1.26315581798553,0.173825666308403,2.58024563938487,2020
"Lithuania","2020-01-01",46.9945704247844,35.1485148514851,62620,656,33.7548135056224,0.804807484149933,0.15054589509964,100,31.7,NA,11693.8,19784.73208,44.6324656659214,1.19989444983569,NA,NA,1.15527999401093,53.3610198578968,19.9976078329023,39.2711576593648,1.05077922344208,0.220826998353004,0.70604795217514,NA,NA,NA,83.05554241,NA,2.12763135378654,56914826860.6918,0.927757382392883,0.234502270817757,0.985400497913361,0.146837010979652,1.09066009521484,0.226567625999451,NA,5.17632532,24.8,36,9,15.6,74.9780487804878,2794885,893078,1.00798726081848,0.107137493789196,3.58122184552417,2020
"Low income","2020-01-01",38.8128656063913,20.2902821585284,15734412.094,NA,10.6617304733457,NA,NA,43.2232496613728,76.9879764103844,NA,179664.936,976442.245097,42.3945722290042,4.33296874711708,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18.7534518906154,NA,1.41513763129433,436035519309.06,NA,NA,NA,NA,NA,NA,3.00211000442505,1.26942479010281,NA,NA,34.9997258554533,7.79494544694132,62.9545325364614,667053670,443020974,NA,NA,10.4,2020
"Luxembourg","2020-01-01",51.3257149072038,34.4538272103664,2574.46,934,296.59333032481,2.05540204048157,0.177661538124084,100,20.79,NA,7853.1,8813.977022,244.874264894386,0.819957302126994,NA,NA,1.12860000133514,NA,25.1302392166393,42.6535690170945,1.83270716667175,0.232616737484932,0.686146140098572,NA,87.8,NA,98.82242384,NA,0.627338362627624,73992591285.3017,1.23069524765015,0.234502270817757,1.78257298469543,0.166406631469727,1.84793484210968,0.259803622961044,4.96999979019165,5.03534985,20.9,33.4,10.2,7.3,82.1439024390244,630419,53882,1.50162363052368,0.119229972362518,0.475888702322892,2020
"Macao SAR, China","2020-01-01",NA,NA,32.9,NA,57.6533633482074,0.800682902336121,0.227380961179733,100,11.02,NA,NA,NA,20555.7142857143,0.81141051149158,5.5166412131822,NA,0.44896999001503,NA,21.7277951686193,42.9042918593798,1.1213675737381,0.357593536376953,0.795671582221985,NA,NA,NA,88.33262029,NA,NA,25459685019.548,1.15269887447357,0.328482061624527,0.842416822910309,0.190689593553543,1.74296450614929,0.374926805496216,6.30000019073486,NA,NA,NA,10.128,4.047,85.184,676283,0,-0.288744270801544,0.263635993003845,0.295734182287593,2020
"Madagascar","2020-01-01",70.2904778274321,21.3644035751117,581800,1513,11.5738236928714,-0.990107893943787,0.142061248421669,32,84.75,NA,2745.45,30566.42841,48.5135390168443,4.20179312190553,42.7140565574933,41.958664221852,NA,NA,9.52072872526548,11.7977522158693,-1.02806007862091,0.206761851906776,0.391991019248962,NA,NA,NA,13.71677775,NA,0.738679821916371,13051441203.4474,-0.529670298099518,0.236120238900185,-0.860703110694885,0.143718108534813,-0.79510760307312,0.170468971133232,3.09571003913879,1.4370451,NA,NA,31.343,6.801,65.182,28225177,17348887,-0.260440140962601,0.120647169649601,NA,2020
"Malawi","2020-01-01",59.9278744166313,23.7770470937633,94280,1181,8.5109521076053,-0.371219992637634,0.138659223914146,11.5,70.26,NA,1640,11982.42756,205.526739499364,8.6255146965055,13.8959878628383,15.713137962963,NA,NA,11.8419964238587,16.1011850354619,-0.797247529029846,0.196878179907799,0.413240641355515,NA,NA,NA,18.92676996,NA,1.06757408494428,12056108780.2073,-0.111645139753819,0.236120238900185,-0.269207835197449,0.140448331832886,-0.769518077373505,0.168855175375938,2.90761995315552,1.97010148,NA,NA,33.233,6.706,63.717,19377061,16000221,0.0103670256212354,0.120647169649601,NA,2020
"Malaysia","2020-01-01",26.0873535230558,58.1769593669152,328550,2875,16.4628711969584,0.25365361571312,0.144106417894363,100,5.84,NA,245139.3,302088.6631,101.05004717699,-1.13870215393056,4.75171161954282,NA,NA,62.0281731616858,10.888436832485,18.4779755168191,1.05908203125,0.244632557034492,0.610976159572601,NA,NA,NA,89.55501192,NA,1.00703187159361,337339463179.961,0.113924153149128,0.214171290397644,0.594114601612091,0.15493643283844,0.678403079509735,0.208471909165382,3.91697001457214,2.17579722,NA,NA,15.417,5.311,75.938,33199993,7582878,-0.149830982089043,0.127669498324394,0.76204835344393,2020
"Maldives","2020-01-01",21.3333333333333,2.73333333333333,300,1972,60.5716349612735,-0.327605783939362,0.248294368386269,100,1.28,NA,1454,1994.511834,1714.79333333333,-1.3697742556981,11.138598914081,8.1002303232237,NA,NA,NA,NA,-0.00686872284859419,0.389978229999542,NA,NA,NA,NA,77.58622488,NA,NA,3746329358.28788,0.387263983488083,0.285638898611069,-0.288100570440292,0.332811951637268,-0.49177148938179,0.33874836564064,5.80046701431274,9.07674503,NA,NA,14.576,3.001,79.875,514438,305221,-0.322065562009811,0.186589106917381,NA,2020
"Mali","2020-01-01",33.7660528278383,10.896663634352,1220190,282,14.0311859215063,-0.783605337142944,0.148141592741013,50.6440658569336,63.84,NA,4150.7,43491.51296,17.3940451896836,0.438088940320712,NA,NA,NA,NA,14.164539862528,14.5011206198276,-1.16586327552795,0.194539979100227,0.318269580602646,NA,NA,NA,27.85653831,NA,3.32814481260475,17465392779.0366,-2.13411045074463,0.241320118308067,-0.933597564697266,0.146451011300087,-0.658975660800934,0.178049385547638,3.76343011856079,1.4803977,NA,NA,41.995,9.529,58.633,21224040,11904776,-0.735434174537659,0.125109136104584,NA,2020
"Malta","2020-01-01",32.4375,1.4375,320,560,229.906619891527,0.367434620857239,0.186758160591125,100,9.18,NA,1610.7,2082.169141,1610.4125,0.638544956776653,NA,NA,0.679889976978302,NA,23.5519362214649,43.0295124444564,1.03146994113922,0.249376267194748,0.709248304367065,NA,NA,NA,86.85876183,NA,0.456854320903893,15046136935.4814,1.01423335075378,0.241320118308067,0.909834623336792,0.174235373735428,1.2223334312439,0.284859716892242,5.86999988555908,7.22626591,19,31.4,8.6,7.9,82.3487804878049,515332,27086,1.12237858772278,0.119285725057125,1.3582790991893,2020
"Marshall Islands","2020-01-01",47.7777777777778,52.2222222222222,180,NA,29.3916969197522,0.0825449749827385,0.453399121761322,98.2568511962891,11.97,NA,110,164.923162,241.183333333333,NA,NA,NA,NA,NA,17.1610078337796,59.4622602054485,-1.40530467033386,0.634773075580597,0.42339813709259,NA,NA,NA,NA,NA,NA,241722400,0.630994617938995,0.407375425100327,0.0891494154930115,0.441303759813309,-1.10599148273468,0.523019671440125,13.6250038146973,6.33655882,NA,NA,20.006,7.425,64.977,43413,9640,1.13852167129517,0.230365768074989,NA,2020
"Mauritania","2020-01-01",38.4796740079558,0.303483069758417,1030700,92,11.7662840788173,-0.793287754058838,0.170743599534035,45.4,23.78,NA,3847.1,14056.36818,4.36461045891142,2.38569488456315,NA,NA,NA,NA,NA,NA,-0.807231068611145,0.216492265462875,0.381546080112457,NA,NA,NA,53.51699827,NA,2.45166359356945,8405498735.74293,-0.720177471637726,0.251161903142929,-0.59210216999054,0.154221072793007,-0.875993728637695,0.187357559800148,1.88116002082825,1.34919083,NA,NA,33.427,7.466,64.532,4498604,2009661,-0.825380861759186,0.130407631397247,1.02253955032934,2020
"Mauritius","2020-01-01",42.3645320197044,19.0985221674877,2030,2041,22.8663659182252,0.465649992227554,0.171293258666992,99.4640197753906,9.41,NA,3720.2,6435.739403,623.652216748769,2.58080077182828,4.53779159212867,6.16541666666667,0.420980006456375,NA,20.7190653505604,31.7068229741237,0.884526431560516,0.233893677592278,0.62185925245285,NA,NA,NA,64.88490358,NA,0.163280952218587,11401040995.9946,0.882638096809387,0.251161903142929,0.925534307956696,0.167606040835381,1.19063210487366,0.249978289008141,4.60817003250122,3.4760139,NA,NA,10.6,8.7,74.1770731707317,1266014,749987,0.705323219299316,0.129970461130142,2.69681448420534,2020
"Mexico","2020-01-01",49.969392216878,33.7930913860953,1943950,758,6.23343840115725,-0.902077496051788,0.143883496522903,99.4,12.33,NA,383131.4,592321.1717,64.8156084261426,3.39683415569999,2.08740469099174,1.01666666666667,0.300960004329681,47.1214379083811,14.286839630072,22.3059220957939,-0.242663219571114,0.232712268829346,0.612949848175049,NA,NA,NA,71.49017499,NA,0.749200161725065,1090514966785.91,-0.85638153553009,0.214171290397644,-0.647769391536713,0.150480389595032,0.00255433539859951,0.202366635203362,NA,3.30063844,43.9,45.4,15.565,9.33,70.133,125998302,24278613,-0.0250303260982037,0.125940054655075,29.1853140575867,2020
"Micronesia, Fed. Sts.","2020-01-01",31.4285714285714,92.0285714285714,700,NA,NA,0.872955918312073,0.303229302167892,81.8544082641602,2.03,NA,107.5,194.111345,160.151428571429,0.554594630853204,13.5515717190928,NA,NA,25.4045129901961,6.42631495098039,21.4106150547019,0.183574870228767,0.416715532541275,0.505966544151306,NA,NA,NA,40.12946709,NA,NA,4.08e+08,1.07904148101807,0.257272809743881,0.208149507641792,0.35776823759079,-0.959057033061981,0.33874836564064,NA,2.79035926,NA,NA,20.837,6.065,70.674,112106,86397,1.13116681575775,0.230365768074989,NA,2020
"Middle East & North Africa (excluding high income)","2020-01-01",22.9621334169017,2.49696722916676,8634843,NA,10.9463647762838,NA,NA,96.7723312907715,2.92749471936677,NA,1370939,2011693.582104,47.6916747646715,2.09626938944794,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,68.3683140065647,NA,2.94512989820914,1284929306042.49,NA,NA,NA,NA,NA,NA,NA,2.53969561049708,NA,NA,21.2843689120717,5.65299678779145,72.1726969965726,411810124,156931282,NA,NA,NA,2020
"Moldova","2020-01-01",68.8650614573387,11.7532218728523,32884.6,450,18.7080724452077,-0.549642324447632,0.148047044873238,100,23.66,NA,8611.2,12985.65753,91.7473260542588,3.76597122245353,2.46743108413222,2.98583333333333,0.227540001273155,33.9555752157792,17.9098984894955,32.7222723725292,-0.5140380859375,0.280948013067245,0.584153532981873,NA,NA,NA,59.15294877,NA,0.374838462518668,11531967881.0624,-0.348765283823013,0.236120238900185,-0.46788501739502,0.150250464677811,0.00246696616522968,0.216848284006119,6.38872003555298,4.39417887,NA,NA,12.481,14.445,70.166,2635130,1506003,-0.043545875698328,0.12832222878933,3.01473622516773,2020
"Monaco","2020-01-01",NA,0,2.027,NA,NA,NA,NA,100,NA,NA,NA,NA,18215.0962012827,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,84.70640914,NA,NA,6739642360.46694,0.892201483249664,0.364147424697876,NA,NA,NA,NA,NA,1.45236254,NA,NA,NA,NA,NA,36922,0,0.67653089761734,0.240227863192558,NA,2020
